,address1,address2,city,country,email,fax,latitude,longitude,name,phone,shelter_id,state,zip_code
3146,PO Box 87,,Gilberts,US,homesweethome9835@gmail.com,,42.0945,-88.3608,Home Sweet Home Pet Rescue,8478029835,IL873,IL,60136.0
3147,,,Elgin,US,info@rescuewarriorscorp.org,,42.0402,-88.2624,Rescue Warriors Corp,,IL739,IL,60120.0
3148,8035 w Grand,,River Grove,US,adoptions@chicagovet.net,,41.9274,-87.84,Elmwood-Grove Animal Hospital,708-456-6700  ,IL464,IL,60171.0
3149,,,Hillside,US,magmuttsrescue@aol.com,,41.8756,-87.9003,Magnificent Mutts Rescue,,IL274,IL,60162.0
3150,,,Plano,US,peachesash@aol.com,,41.6716,-88.5412,Pei Land,6308818091,IL847,IL,60545.0
3151,PO Box 957244,,Hoffman Estates,US,chicagoanimaladvocates@gmail.com,,42.077,-88.109,Chicago Animal Advocates,630-635-5517,IL831,IL,60195.0
3152,,,Sandwich,US,mary@frenchieporvous.org,,41.6422,-88.6287,"Chicago French Bulldog Rescue, Inc.",(773) 931-4860,IL517,IL,60548.0
3153,16173 Baseline Road,,Genoa,US,theBarnOnBaseline@gmail.com,,42.101,-88.6913,The Barn on Baseline Animal Shelter/Adoption Center,815-784-5924,IL81,IL,60135.0
3154,,,Hoffman Estates,US,pam@woofpackdogrescue.org,,42.0339,-88.0815,Woofpack.dog,(630) 290-7442,IL870,IL,60192.0
3155,PO Box 68808,,Schaumburg,US,info@chicagolanddogrescue.org,,42.0333,-88.0833,Chicagoland Dog Rescue,847-259-6458 ,IL188,IL,60168.0
3156,,,Des Plaines,US,ROAR4Dogs@hotmail.com,,42.016,-87.8946,"Roll Over Animal Rescue, Inc (ROAR)",,IL673,IL,60018.0
3157,,,Glenview,US,Blackdogallbreedrescue@gmail.com,,42.0922,-87.8252,Blackdog All Breed Dog Rescue,7738502364,IL715,IL,60026.0
3158,PO Box 5285,,Chicago,US,info@cbbr.info,,42.0757,-87.8174,Chicagoland Bully Breed Rescue,773.418.3286 ,IL126,IL,60025.0
3159,P.O. Box 5122,,Vernon Hills,US,Bombshellbullies@hotmail.com,,42.2331,-87.9704,Bombshell Bullies Pit Bull Rescue,847-212-3447  ,IL513,IL,60061.0
3160,P.O. Box 32,,Barrington,US,info@hopepetrescue.com,,42.1523,-88.1349,"Hope Pet Rescue, Inc.",847-778-4349 ,IL643,IL,60011.0
3161,P.O. Box 435,,Barrington,US,info@ILDobeRescue.com,,42.1523,-88.1349,Illinois Doberman Rescue Plus,,IL95,IL,60011.0
3162,PO Box 463,,Itasca,US,Ericaftf@gmail.com,,41.9714,-88.0132,Fetching Tails Foundation,,IL826,IL,60143.0
3163,,,Wood Dale,US,info@illinoisbirddogrescue.org,,41.9601,-87.9807,"Illinois Birddog Rescue, Inc",,IL166,IL,60191.0
3164,PO Box 721094,,Roselle,US,Adoptions@sccrescue.org,,41.9799,-88.0835,Second City Canine Rescue,(847) 807-5364,IL687,IL,60172.0
3165,,,Addison,US,catguardians@gmail.com,,41.9316,-88.0025,"Cat Guardians, Inc.",(630) 543-3395,IL117,IL,60101.0
3166,112 E. Chicago Ave,,Addison,US,info.stsff@gmail.com,,41.9316,-88.0025,St. Sophia's Forgotten Felines,(847) 773-7639,IL692,IL,60101.0
3167,PO BOX 5430,,Villa Park,US,peaceforpitsrescue@gmail.com,,41.8868,-87.9805,"Peace for Pits, Inc",312-834-3747,IL769,IL,60181.0
3168,,,Villa Park,US,villabark.il@gmail.com,,41.8868,-87.9805,Villa Bark,,IL811,IL,60181.0
3169,P.O. Box 115,,Streamwood,US,la300k@gmail.com,,42.023,-88.1683,Finding Forever Homes,(630) 280-6628,IL750,IL,60107.0
3170,PO Box 83,,Streamwood,US,info@rileysrescuefoundation.org,,42.023,-88.1683,Riley's Rescue Foundation-RRF,,IL850,IL,60107.0
3171,,,Elmhurst,US,ChicagolandEskieRescue@live.com,,41.8948,-87.9419,Chicagoland Eskie Rescue,(312) 399-2056,IL503,IL,60126.0
3172,1550 Butterfield Rd,,Northlake,US,info@chicagolandanimalrescue.org,,41.9177,-87.8937,Chicagoland Animal Rescue NFP,,IL884,IL,60164.0
3173,,,Elmhurst,US,newstartrescue@gmail.com,,41.8948,-87.9419,New Start Dog Rescue of Illinois,331-645-3686,IL812,IL,60126.0
3174,,,Elmhurst,US,underdograilway@yahoo.com,,41.8948,-87.9419,Underdograilway Rescue,630-863-5328,IL843,IL,60126.0
3175,,,Chicago,US,luckydogs47@yahoo.com,,41.996,-87.81,Lucky Dogs,(708) 224-1900,IL579,IL,60631.0
3176,,,Chicago,US,marsakita@sbcglobal.net,,41.996,-87.81,Midwest Akita Rescue Society-Chicago,773-594-9302 ,IL74,IL,60631.0
3177,,,Chicago,US,followup@chicagopetrescue.org,,41.996,-87.81,Chicago Pet Rescue,,IL655,IL,60631.0
3178,Gordon Setter Club of America,,DeKalb,US,khubbard@niu.edu,,41.934,-88.7498,Gordon Highlander Rescue Program,815-757-5604,IL238,IL,60115.0
3179,2250 Barber Greene Road,,DeKalb,US,info@tailshumanesociety.org,,41.934,-88.7498,TAILS Humane Society,(815) 758-2457,IL241,IL,60115.0
3180,916 Albert,,Sycamore,US,opys8@aol.com,,41.9836,-88.693,Island Dog Inc.,,IL557,IL,60178.0
3181,,,Somonauk,US,christine@howlin4help.com,,41.6316,-88.681,Howlin 4 Help,(815) 498-3760,IL865,IL,60552.0
3182,PO Box  4414,,Chicago,US,kbwilson60612@yahoo.com,,41.85,-87.65,Friends of Chicago Animal Care & Control,,IL608,IL,60680.0
3183,,,West Chicago,US,puppiestolove@hotmail.com,,41.8842,-88.2043,4 Paws 4 U 4 Ever,(630) 293-8772,IL267,IL,60185.0
3184,24109 W. Seil Rd,,Shorewood,US,,,41.5263,-88.0826,Will County Humane Society,815-741-0695,IL276,IL,60431.0
3185,,,Evergreen Park,US,bowwowrevolution@gmail.com,,41.7207,-87.7019,Bow Wow Revolution,,IL741,IL,60805.0
3186,11252 North 9th Avenue,,Hillsboro,US,mcaco@montgomeryco.com,,39.1697,-89.4893,Montgomery County Animal Control,217-532-3334,IL454,IL,62049.0
3187,P.O. Box 5543,,Willow Hill,US,tweetyorama@gmail.com,,38.9942,-88.0253,"Great Dane Rescue, Inc.",734-454-3683 ,IL197,IL,62480.0
3188,807 Stewart Rd,P.O.Box 53,Benld,US,aap1@frontiernet.net,,39.0904,-89.8047,Benld Adopt-A-Pet,(217) 835-2538,IL76,IL,62009.0
3189,,,Jerseyville,US,poundpetsinc@gmail.com,,39.1077,-90.3173,Pound Pets Inc.,,IL785,IL,62052.0
3190,23402 Crystal Lake Rd.,,Jerseyville,US,,,39.1077,-90.3173,Riverbend Humane Society,1-618-498-7299,IL468,IL,62052.0
3191,hydeparkcatsadoptions@gmail.com .,http://hydeparkcats.org/contact/,Chicago,US,hydeparkcatsadoptions@gmail.com,,41.8022,-87.6042,Hyde Park Cats,,IL612,IL,60615.0
3192,P. O. Box 391,21640 Route 4,Carlinville,US,administrator@macoupincountyil.gov,,39.2776,-89.8703,Macoupin County Animal Control and Adoption Center,(217) 854-4024,IL695,IL,62626.0
3193,12073 N 1000th Rd.,,Effingham,US,4paws@frontier.com,,39.1204,-88.5462,Effingham Co. Humane Society,(217) 536-9001     ,IL148,IL,62401.0
3194,P.O. #1737,,Effingham,US,espeer@consolidated.net,,39.1204,-88.5462,Effingham Animal Rescue Sanctuary,217-254-0953,IL600,IL,62401.0
3195,,613 River Lane,Dixon,US,grannyroseanimalshelter@hotmail.com,,41.8426,-89.4876,Granny Rose Animal Shelter (formerly Tri- County Animal Protection League),815-288-7387,IL142,IL,61021.0
3196,14400 Hwy. 45,,Louisville,US,admin@claycountyshelter.com,,38.7721,-88.5051,Clay County Animal Shelter,618-665-3005  ,IL399,IL,62858.0
3197,,,Oak Forest,US,luluslocker@gmail.com,,41.6123,-87.7569,Lulu's Locker Rescue,708-325-8581 ,IL696,IL,60452.0
3198,4221 Hanover Rd,,Columbia,US,info@helpingstrays.org,,38.4447,-90.2055,Helping Strays of Monroe County,(618) 939-7389,IL309,IL,62236.0
3199,,,Texico,US,blueysacds@hughes.net,,38.4469,-88.8297,Australian Cattle Dog Rescue of Illinois,618-315-8800 ,IL438,IL,62889.0
3200,5227 Canham Road,Po box 1311,Granite City,US,Critter@gcapa.org,,38.7227,-90.113,Association for the Protection of Animals,618-931-7030  ,IL176,IL,62040.0
3201,,,Chicago,US,alivwelfare@yahoo.com,,41.6936,-87.6618,"All Life Is Valuable, NFP",773-732-2266,IL846,IL,60643.0
3202,,,Hillsboro,US,pawscare@hotmail.com,,39.1697,-89.4893,PAWS CARE of Montgomery County,(217) 313-3015,IL658,IL,62049.0
3203,120 S. Morgan St.,,Shelbyville,US,jpstandrfr@yahoo.com,,39.409,-88.801,Shelby County Animal  Control Facility,2177744932 ,IL429,IL,62565.0
3204,,,Alton,US,admin@hoperescues.com,,38.9058,-90.1616,Hope Animal Rescues,,IL392,IL,62002.0
3205,PO Box 415,,Lawrenceville,US,Lawco.humanesociety@yahoo.com,,38.7256,-87.6838,Lawrence County Humane Society,(618) 943-5368,IL433,IL,62439.0
3206,PO Box 383,,Peotone,US,itsapittierescue@gmail.com,,41.3341,-87.793,It's a Pittie Rescue,1-708-792-3311   ,IL667,IL,60468.0
3207,PO Box 623,,Crete,US,Dogsaredeserving@gmail.com,,41.4443,-87.5978,Dogs Are Deserving,(312) 428-6988,IL822,IL,60417.0
3208,,,Grand Chain,US,c3k@lazernetwireless.net,,37.2493,-89.0248,Winnie's Wish,,IL682,IL,62941.0
3209,P.O. Box 94,,Chicago,US,adoptions@thedarlafoundation.com,,41.6517,-87.5488,The Darla Foundation (formerly Cause4Paws),,IL248,IL,60633.0
3210,,,Godfrey,US,foundahoundrescue@gmail.com,,38.943,-90.2047,Found A Hound Rescue,,IL724,IL,62035.0
3211,21695 Torrence Avenue,,Sauk Village,US,nickie8k@hotmail.com,,41.5088,-87.6112,Animal Medical Center,(708)758-3220,IL167,IL,60411.0
3212,2739 Glenwood Dyer Road,,Lynwood,US,info@pawpalace.com,,41.5088,-87.6112,4 Paw Sake Rescue,708-758-3647,IL876,IL,60411.0
3213,3312 Chicago Road,,Steger,US,countylinepet@gmail.com,,41.4819,-87.6448,County Line Pet Hospital,708-754-2351  ,IL294,IL,60475.0
3214,,,Steger,US,adoption@crittercorral.org,,41.4819,-87.6448,The Critter Corral Guinea Pig Rescue,(708) 672-9920,IL98,IL,60475.0
3215,4530 N. Alby Rd.,,Godfrey,US,richardjun@att.net,,38.943,-90.2047,Alton Area Animal Aid Assoc.,618 466-3702  ,IL396,IL,62035.0
3216,911 East Wilkin Street,,Robinson,US,cchs62454@yahoo.com,,39.005,-87.7429,Crawford County Humane Society,618-544-8698,IL66,IL,62454.0
3217,1103 West End Avenue,,Chicago Heights,US,office@southsuburbanhumane.org,,41.5088,-87.6112,South Suburban Humane Society,708-755-7387,IL157,IL,60411.0
3218,1403 S. Fourth Street,,Greenville,US,bchs4pets@sbcglobal.net,,38.894,-89.4246,Bond County Humane Society,(618) 664-4068,IL262,IL,62246.0
3219,4700 Cartter Rd,,Kell,US,animalcontrol@salemilpolice.org,,38.5411,-88.9122,City of Salem Animal Control,618-822-6696,IL828,IL,62853.0
3220,PO Box 13462,,Maryville,US,fourpawssake1@yahoo.com,,38.7269,-89.9469,"Four Paws Sake, Inc.",(618) 973-7547,IL714,IL,62062.0
3221,PO Box 220,,Highland,US,fischkd@charter.net,,38.749,-89.6857,Dachshund Rescue of St. Louis,618-444-2117,IL556,IL,62249.0
3222,P.O. Box 307,,Highland,US,manager@highlandanimalshelter.com,,38.749,-89.6857,Highland Animal Shelter,(618) 654 - 6067,IL19,IL,62249.0
3223,P.O. Box 332,,Highland,US,comebyebcr@hotmail.com,,38.749,-89.6857,Come Bye Border Collie Rescue,(618) 532-7289  ,IL153,IL,62249.0
3224,1250 South 11th St,,Belleville,US,petadoption@co.st-clair.il.us,,38.5204,-89.9843,St. Clair County Animal Adoption Center,(618) 235-0585 ext 2   ,IL533,IL,62226.0
3225,P.O. Box 125,1698 West 10th,Metropolis,US,info@projecthopehumanesociety.org,,37.1608,-88.7355,Project Hope Humane Society,618-524-8939,IL71,IL,62960.0
3226,,,Belleville,US,maggiesmuttmission@gmail.com,,38.5383,-89.9624,Maggie's Mutt Mission,,IL891,IL,62221.0
3227,,,Ruma,US,gunrun01@yahoo.com,,38.2027,-89.9961,Gunners Run Rescue,618-282-4374  ,IL411,IL,62278.0
3228,,,O Fallon,US,onceuponaprayerrescue@gmail.com,,38.589,-89.9156,Once Upon A Prayer,(618) 406-6411,IL885,IL,62269.0
3229,,,O Fallon,US,ragdollrescueusa@yahoo.com,,38.589,-89.9156,Ragdoll Rescue USA/International,,IL297,IL,62269.0
3230,8190 Shattuc Rd.,P.O. Box 124,Centralia,US,hannagarrison10@gmail.com,,38.5251,-89.1282,Centralia Humane Society,(618) 532-0489,IL225,IL,62801.0
3231,414 W. Belmont St.,P.O Box 59,Sparta,US,hsnyder@randolphhumane.org,,38.1323,-89.7162,Randolph County Humane Society,(618) 443-3363,IL110,IL,62286.0
3232,17833 County Farm Road,,Carlyle,US,ccanimalcontrol@clintonco.illinois.gov,,38.6136,-89.3827,Clinton County Animal Control,618-594-4483 ,IL563,IL,62231.0
3233,1301 Apple Ln.,,Breese,US,ccilhs@ccilhs.org,,38.6148,-89.5265,Clinton County Humane Society,618-526-4500 ,IL559,IL,62230.0
3234,,,Hoyleton,US,animalrescuesouthernillinois@gmail.com,,38.4255,-89.3176,Animal Rescue of Southern Illinois,,IL507,IL,62803.0
3235,1405 East Hwy 50,,O'Fallon,US,animalnet3@msn.com,,38.589,-89.9156,Spencer Kennel,618-632-7387,IL855,IL,62269.0
3236,8365 State Route 14,,Du Quoin,US,pchsinfo@yahoo.com,,38.012,-89.2352,Perry County Humane Society,618-542-3647 ,IL219,IL,62832.0
3237,14606 Roos Hill Road,,Geneseo,US,geneseosheltermanager2014@gmail.com,,41.4532,-90.1614,Henry County Humane Society - Geneseo,(309) 944-4868,IL33,IL,61254.0
3238,2720 Wacker Rd.,,Savanna,US,heartlandpetwelfareinc@gmail.com,,42.0913,-90.122,Heartland Pet Welfare,815-273-0556,IL706,IL,61074.0
3239,2330 S. Center St.,,Maryville,US,cindyscrittercamp@yahoo.com,,38.7269,-89.9469,Metroeast Lab Rescue,618 344 4096,IL583,IL,62062.0
3240,PO Box 674,,Collinsville,US,adopt@speakstlouis.com,,38.6808,-89.9862,Speak St. Louis,,IL871,IL,62234.0
3241,119 United Drive,,Collinsville,US,,,38.6808,-89.9862,Warren Billhartz Collinsville Animal Shelter,618-346-5213  ,IL59,IL,62234.0
3242,,,MOUNT CARROLL,US,mayscatnapinn@yahoo.com,,42.1149,-89.9837,Adrianne's Angels-St. George Pet Rescue,815-520-8382,IL597,IL,61053.0
3243,10735 Mill Rd,,Mount Carroll,US,cacoanco@yahoo.com,,42.1149,-89.9837,Carroll County Animal Control,815-244-9705  ,IL365,IL,61053.0
3244,107 E. Perkins,,Mount Vernon,US,jeffcoac@att.net,,38.3112,-88.9169,Jefferson County Animal Control,618-244-8024  ,IL331,IL,62864.0
3245,,,Troy,US,spencerkennel@aol.com,,38.7312,-89.8831,Spencer Pet Rescue,618-792-1625    ,IL48,IL,62294.0
3246,,,Troy,US,partners4petsadoptions@yahoo.com,,38.7312,-89.8831,Partners For Pets,(618) 540-7387,IL158,IL,62294.0
3247,1997 N. Clybourn,,Chicago,US,adoptions@pawschicago.org,,41.8112,-87.6553,PAWS Chicago,773-935-7297 ,IL72,IL,60609.0
3248,,,Oak Lawn,US,robertalee@Houndsong.com,,41.7135,-87.7517,HoundSong Rescue,219-228-0157,IL341,IL,60453.0
3249,PO Box 4533,,Fairview Heights,US,gateway4paws@gmail.com,,38.5958,-90.0077,Gateway 4 Paws,,IL765,IL,62208.0
3250,,,Rock Falls,US,fricslastchance@gmail.com,,41.764,-89.6844,Sauk Valley Friends of Ferals,8156264008,IL860,IL,61071.0
3251,1301 South 11th Street,,Belleville,US,humans@bahspets.org,,38.548,-90.0348,Belleville Area Humane Society,(618) 235-3712,IL68,IL,62223.0
3252,1408 McNeil Road,,Rock Falls,US,happytailsadoptioncenter@yahoo.com,,41.764,-89.6844,Happy Tails Animal Shelter,815-626-2994,IL292,IL,61071.0
3253,239 50th. St.,,Moline,US,vickieskittens@att.net,,41.4896,-90.4958,Animal Aid Humane Society,309-797-6550  309-235-1196,IL217,IL,61265.0
3254,701 E. Eiche Ave.,,Effingham,US,animalcontrol@rocketmail.com,,39.1204,-88.5462,Effingham County Animal Control,217-347-5695,IL844,IL,62401.0
3255,2741 S. Western Ave.,,Chicago,US,,,41.8499,-87.6687,Chicago Animal Care and Control,Dial 311,IL132,IL,60608.0
3256,139 East Vienna Street,,Anna,US,pawspawscs@yahoo.com,,37.4596,-89.2452,Pets Are Worth Saving Inc. (PAWS),(618) 833-3647,IL09,IL,62906.0
3257,300 S. Baughman Rd.,,Taylorville,US,christiancountyac@hotmail.com,,39.5495,-89.2979,Christian County Animal Control,217 824-5433 ,IL554,IL,62568.0
3258,,,Peoria,US,client_services@vetcareanywhere.com,,40.7702,-89.6273,Hometown Veterinary Clinic,3092106368,IL856,IL,61615.0
3259,,,Western Springs,US,info@triplerpets.org,,41.8059,-87.9001,Triple R Pets,708-738-1438 ,IL384,IL,60558.0
3260,,,Lyons,US,info@gcfa.com,,41.8131,-87.8248,Greater Chicago Ferret Association,(708) 442-8650,IL356,IL,60534.0
3261,PO Box 3723,,Peoria,US,trainrescue@gmail.com,,40.754,-89.6029,TRAIN - Team Rescuing Animals In Need,,IL827,IL,61614.0
3262,PO Box 162,,Lyons,US,azraelsplace@hotmail.com,,41.8131,-87.8248,Azrael's Place,,IL813,IL,60534.0
3263,Servant St.,,Chester,US,puppyrescue911@yahoo.com,,37.9132,-89.8184,"Puppy Rescue 911, Inc.",,IL685,IL,62233.0
3264,,,Lockport,US,cindy.wishuponarescue@gmail.com,,41.6054,-88.0294,Wish Upon A Rescue,(331) 223-9474,IL890,IL,60441.0
3265,,,Lockport,US,lh4h@hotmail.com,,41.6054,-88.0294,Homes for Huskies-Siberian Husky Rescue,(815) 439-2313,IL301,IL,60441.0
3266,1404 W 55th Street,,La Grange,US,kathy@thebarkershop.com,,41.7946,-87.8773,Bark from the Heart Rescue,708-542-8969,IL665,IL,60525.0
3267,14015 Lemont Road,,Homer Glen,US,straes@rcn.com,,41.62572,-87.95248,Shih Tzu Rescue Adoption & Educ. Safehouse,,IL04,IL,60491.0
3268,,,Downers Grove,US,thefirststeprescue@sbcglobal.net,,41.7636,-88.0137,The First Step Rescue,,IL778,IL,60516.0
3269,P.O. Box 537,,Plainfield,US,Valerie@heddmutt.com,,41.6127,-88.2065,Hedd Mutt Foundation,,IL878,IL,60544.0
3270,,,Plainfield,US,info@k9ei.dog,,41.6127,-88.2065,"K9 Enrichment Initiative, Inc.",,IL867,IL,60544.0
3271,PO BOX 7757,,Romeoville,US,rescue@atailof4paws.org,,41.5894,-88.0578,A Tail of 4 Paws,855 630 7297,IL874,IL,60446.0
3272,,,Romeoville,US,info@perfectpooches.org,,41.5894,-88.0578,Perfect Pooches Adoption Agency,,IL753,IL,60446.0
3273,PO Box 7052,,Romeoville,US,romeovillehumanesociety@yahoo.com,,41.5894,-88.0578,Romeoville Humane Society,877-813-7300 ,IL648,IL,60446.0
3274,22 North Elm Street,,Hinsdale,US,info@hinsdalehumanesociety.org,,41.7943,-87.9371,Hinsdale Humane Society,(630) 323-5630,IL23,IL,60521.0
3275,P.O. Box 989,,Westmont,US,acaringplace@comcast.net,,41.7922,-87.9778,A Caring Place - All Breed Dog Rescue,630-375-7976  ,IL201,IL,60559.0
3276,PO Box 1618,,Plainfield,US,shcr@safelyhomecaninerescue.org,,41.6127,-88.2065,Safely Home Canine Rescue,855-854-DOGS,IL697,IL,60544.0
3277,2303 Oak Leaf Street,,Joliet,US,hopefultailsadoptions@outlook.com,,41.5435,-88.1309,Hopeful Tails Animal Rescue,,IL782,IL,60435.0
3278,,,Plainfield,US,starfishanimalrescuer@gmail.com,,41.6127,-88.2065,Starfish Animal Rescue,,IL599,IL,60544.0
3279,,,Plainfield,US,availablepets@gmail.com,,41.6127,-88.2065,Help Save Pets,(815) 436-2700,IL51,IL,60544.0
3280,,,Joliet,US,banditsluv@msn.com,,41.5366,-88.0552,All Herding Breed Dog Rescue,,IL728,IL,60432.0
3281,PO Box 129,,Palos Park,US,Lharper6@aol.com,,41.6669,-87.8457,Blessed Bonds NFP,708-710-2493,IL335,IL,60464.0
3282,Post Office Box 494,,Orland Park,US,info@hwhanimalrescue.com,,41.62559891,-87.84020233,Half-Way Home Animal Rescue,,IL652,IL,60462.0
3283,477 State Route 26,,Lacon,US,arkanimalshelter@yahoo.com,,41.0109,-89.4104,The A.R.K. Humane Society LTD.,309-246-4275,IL16,IL,61540.0
3284,,,Hanna City,US,Grafelmanfarms@yahoo.com,,40.6833,-89.7948,Grafelman Farms Rescue NFP,(309) 267-3299,IL857,IL,61536.0
3285,,,Marion,US,findingforeveranimalrescue@yahoo.com,,37.7299,-88.9407,Finding Forever Animal Rescue,(815) 766-2198,IL889,IL,62959.0
3286,,,La Grange Park,US,opendoorsanimal@gmail.com,,41.805,-87.8692,Open Doors Animal Rescue,224-535-9076,IL588,IL,60526.0
3287,,,Joliet,US,info@theboneyardrescue.org,,41.5263,-88.0826,The BoneYard Animal Rescue,(815) 953-4747,IL791,IL,60431.0
3288,1000 S. LaFox St. (Route 31),,South Elgin,US,neuteryourpets@andersonanimalshelter.org,,41.9939,-88.2997,Anderson Animal Shelter,847-697-2880,IL173,IL,60177.0
3289,PO Box 323,,South Elgin,US,Ajourneyhomedogrescue@gmail.com,,41.9939,-88.2997,A Journey Home,,IL877,IL,60177.0
3290,1471 US Highway 20 West,,Elizabeth,US,petinfo@aeroinc.net,,42.3072,-90.1877,Safe Haven,815-858-2265,IL162,IL,61028.0
3291,197 Fisher Avenue,Visit Our Site http://henrycountyhsk.hom,Kewanee,US,kewaneepets1@yahoo.com,,41.2426,-89.9374,Henry County Humane Society (Kewanee Chapter),309-852-0040,IL69,IL,61443.0
3292,PO Box 1985,,Mattoon,US,info@genesisanimalrescue.org,,39.4826,-88.3601,Genesis Animal Rescue,(800) 688-7934  ,IL185,IL,61938.0
3293,,,Greenup,US,ruffrescue@outlook.com,,39.2491,-88.1638,R.U.F.F.  Rescuing Unwanted Furever Friends,(217) 840-9189,IL754,IL,62428.0
3294,1007 E. South Central Ave.,P.O. BOX 192,Tuscola,US,animal.control@douglascountyil.com,,39.8003,-88.281,Douglas County Animal Control,217-253-4921 ,IL380,IL,61953.0
3295,P.O. Box 911,,Kewanee,US,pittiesinneedkennels@gmail.com,,41.2426,-89.9374,Pitties In Need Kennels,3095255578 ,IL770,IL,61443.0
3296,,,Kewanee,US,Page.medley@yahoo.com,,41.2426,-89.9374,DELTA Small Dog Rescue,309-525-4011,IL854,IL,61443.0
3297,,,Wyanet,US,bishopssmalldogrescue@hotmail.com,,41.363,-89.5801,"Bishop's Small Dog Rescue, Inc. NFP",815-699-4010  ,IL713,IL,61379.0
3298,P.O. Box 315,2845 North Main Street,Princeton,US,fos3@frontier.com,,41.3776,-89.4721,Friends of Strays,815-872-7387,IL78,IL,61356.0
3299,10305 Southwest Highway,,Chicago Ridge,US,info@animalwelfareleague.com,,41.7,-87.7759,Animal Welfare League,(708) 636-8586,IL100,IL,60415.0
3300,25375 1150th North Ave,,Princeton,US,2ndHRR@gmail.com,,41.3776,-89.4721,2nd Hand Ranch & Rescue,309-738-7480 ,IL693,IL,61356.0
3301,321 E. South St.,,Freeport,US,klaue@co.stephenson.il.us,,42.2992,-89.6378,Stephenson County Animal Control,815-232-4916 ,IL623,IL,61032.0
3302,824 Church Street,,German Valley,US,info@crittercamp.biz,,42.2145,-89.4985,Critter Camp Exotic Pet Sanctuary,8152661342 ,IL412,IL,61039.0
3303,PO Box 94,,Galesburg,US,saveapet1@comcast.net,,40.9531,-90.3583,Guardian Angels Humane Society,309-351-3512 ,IL381,IL,61401.0
3304,301  W Main,301  W Main,Yates City,US,epic_save@icloud.com,,40.7776,-90.0148,EPIC Rescue,,IL861,IL,61572.0
3305,P.O. Box 7,,Macomb,US,,,40.4641,-90.6845,"Humane Society of McDonough County, Inc.",Shelter 309-837-2989,IL65,IL,61455.0
3306,,,Macomb,US,epitomerescue@gmail.com,,40.4641,-90.6845,ePITome Dog Rescue,(309)331-4456 (personal cell phone) ,IL657,IL,61455.0
3307,P.O. Box 64,,Edwards,US,pfs@ocslink.com,,40.8201,-89.8522,P.F.S. Animal Shelter,309-446-9721 ,IL182,IL,61517.0
3308,1101 Beach Avenue,,LaGrange Park,US,catnapqueen@yahoo.com,,41.805,-87.8692,CatNap from the Heart Inc.,(708) 352-3914,IL252,IL,60526.0
3309,PO Box 701,,Canton,US,cmwillis61427@yahoo.com,,40.5588,-90.0426,The Humane Society of Fulton County,309-647-5077  ,IL17,IL,61520.0
3310,10206 W. DuBois Rd.,P.O. Box 4,Edwards,US,fpo_mail@fosterpetoutreach.org,,40.7788,-89.7355,Foster Pet Outreach,(309) 682-1122,IL77,IL,61528.0
3311,328 S Pinkerton Rd,,Hanna City,US,samsrescue@hotmail.com,,40.6833,-89.7948,Stray Animal Midway Shelter,(309) 565-4821  ,IL789,IL,61536.0
3312,966 W. Rudy Road,,Freeport,US,petsrus966@hotmail.com,,42.2992,-89.6378,Friends Forever Humane Society,815-232-6164,IL124,IL,61032.0
3313,,,Joliet,US,pip.rescue@gmail.com,,41.5435,-88.1309,Pawsitive Impact Pet Rescue,(815) 530-5399,IL852,IL,60435.0
3314,PO Box 1034,,Kokomo,US,palsforpawshc@aol.com,,40.4864,-86.1336,"Pals For Paws, Inc.",(765) 454-8796,IN228,IN,46903.0
3315,,,Kokomo,US,patca45@aol.com,,40.4923,-86.1398,Howard County Kitten Rescue,4193773384,IN685,IN,46901.0
3316,951 S. Line Street,,Columbia City,US,director@hswc.org,,41.1609,-85.4882,"Humane Society of Whitley County, Inc.",260-244-6664 ,IN159,IN,46725.0
3317,2242 South Marion Rd and,7005 Old US 24,Huntington,US,ladytabbycat@yahoo.com,,40.8781,-85.4924,Helping Paws Pet Haven Inc.,(260) 468-2292,IN490,IN,46750.0
3318,390 Thurman Poe Way,,Huntington,US,huntingtoncohumaneshelter@yahoo.com,,40.8781,-85.4924,Huntington County Humane Shelter,260-356-0355,IN88,IN,46750.0
3319,,,Huntington,US,animalhousesanctuary@yahoo.com,,40.8781,-85.4924,Animal House Sanctuary,609-992-6649,IN662,IN,46750.0
3320,,,Syracuse,US,newhopepetrescue@yahoo.com,,41.4189,-85.7468,New Hope Pet Rescue,574-528-0263,IN202,IN,46567.0
3321,,,Indianapolis,US,beckers2@comcast.net,,39.8545,-85.9851,Robin's Nest of Indy,(317) 383-7557  ,IN487,IN,46236.0
3322,,,Grovertown,US,info@indianasaveadog.com,,41.3732,-86.5068,Save A Dog Rescue,(574) 348-1005,IN610,IN,46531.0
3323,,,Marion,US,LOVEMELOVEMYDOGS2004@INDY.RR.COM,,40.5747,-85.6704,GRACIES H.E.A.R.T. OF GOLD,(317) 431-9150,IN283,IN,46952.0
3324,"Marion, IN.  46952",,Marion,US,rockrescue06@aol.com,,40.5747,-85.6704,ROCK Rescue,(email only please) ,IN322,IN,46952.0
3325,1021 E STATE RD 18,,MARION,US,bshrout@marionindiana.us,,40.5747,-85.6704,MARION ANIMAL CARE AND CONTROL,(765) 668-4491,IN427,IN,46952.0
