,shelter_zip_code,shelter_city,shelter_description,shelter_name,shelter_state,shelter_website,state_abbr
667,60177,South Elgin,"Our Mission:  The mission of Anderson Animal Shelter is to continue to serve as a premier private facility dedicated to the compassionate and humane treatment of homeless companion animals through direct care, education and community outreach programs.  Anderson Animal Shelter is dedicated to the welfare of companion animals and their human caregivers.   Address: 1000 South LaFox South Elgin, IL 60177  Call Us: (847) 697-2880",Anderson Animal Shelter,Illinois,http://www.andersonanimalshelter.org/,IL
668,60567,Naperville,"Angels on Wheels Animal Rescues was founded in 2009 by Susan Pratl. We are a no-kill, foster-based adoption organization located in the SW suburbs of Chicago dedicated to the care and adoption of homeless pets. We are composed of a group of animal loving volunteers saving animals from death row and giving them a second chance at life. We do not have a physical building for you to come and meet the animals, this is the reason you don’t see an actual address. All of our rescued animals are cared for in “foster homes”. Foster home means families open their homes to an animal in need and care for the animals until they find a forever home. We do not euthanize for health unless it is adviced by the vet due to quality of life and the issue that is beyond what our vets can do. We do not euthanize for space, and our animals have as much time as they need until a family adopts them. Our foster homes are located all over the Chicagoland, but primarily in the SW suburbs of Chicago. Because our animals are cared for in people’s homes we do require an adoption application prior to visiting so that we can learn more about you. There is no time limit for any animal’s stay with us. We are committed to finding the right home, and to taking the time to carefully match the needs and the personalities of both people and adopted animals. If your interested in meeting any of our animals, please can click on the “adoptables’ tab to read more information or the “forms” tab to complete the on-line adoption application. You can can also check out our facebook page. We post many of our animals on facebook even before we put them on petfinder.  FOSTERS HOMES ARE DESPERATELY NEEDED TO SAVE MORE ANIMALS. We can only save an animal with a foster home. Please consider opening your heart and your home to an animal in need. We provide food, crate, xpen, all the medical, toys and bones. If your considering fostering, please fill out a foster application which is located under the “forms” tab. We would love to talk with you more about fostering.    Email Us:",Angels on Wheels Animal Rescue,Illinois,http://www.angelsonwheels.org,IL
669,60690,Chicago,"PO Box 2104  Chicago, IL 60690   Animal Adoption Associates is a small no-kill shelter on the north side of Chicago. At any given time we have 13+ dogs/puppies and more than 150 cats/kittens available for adoption to loving permanent homes. Animal Adoption Associates is a not-for-profit 501(C)3 organization.",Animal Adoption Associates @@ Pal's Place,Illinois,http://www.petfinder.com/shelters/IL174.html,IL
670,60048,Libertyville,"nimal Education and Rescue, NFP is an Illinois not for profit 501(c)(3) organization. The purpose of the foundation is to help countless numbers of animals and people.   Mailing Address: P.O. Box 7343 Libertyville, IL 60048  Call Us: +1 847-816-0831",Animal Education and Rescue,Illinois,http://www.aear.org,IL
671,60142,Huntley,"Animal House Shelter, Inc rescues abused and neglected dogs and cats and rehabilitates them mentally &amp; physically in order to place them with the best new family. We rescue 98% of our dogs from high 'kill' shelters, pounds and various animal control facilities in which they are usually listed as strays, and almost always scheduled to be euthanized.   The best possible veterinary care is always given to those at Animal House Shelter. We never decline treatment, whatever it may entail, if it means that the animal has a chance at a new and healthy life.    Address: (Physical and for Donations) 13005 Ernesti Rd  Huntley, IL 60142 Phone: 847-961-5541   HOURS Open Daily 11:00am - 7:00PM OPEN EVERYDAY  Contact: Lesley Irwin","Animal House Shelter, Inc.",Illinois,http://www.animalhouseshelter.com,IL
672,60050,Mchenry,"Our Mission: Animal Outreach Humane Society will help McHenry County become a community where no adoptable and/or treatable animal or healthy feral cat is euthanized. This will be accomplished by creating, funding, and managing proactive programs which prevent unwanted animals, educating the community on the problems of pet overpopulation and offering solutions, assisting in the altering of animals, reducing the number of feral cats via TNR (Trap-Neuter-Return) and housing adoptive animals until a home can be found for them.  Contact Info P.O. Box 396 McHenry, IL 60051-0396 email:",Animal Outreach Humane Society,Illinois,http://animaloutreachsociety.info/,IL
673,60464,Palos Park,"PO Box 56 Palos Park, IL 60464  Animals For Awareness is a 501(c)(3) non-profit educational facility. Your generous donation is TAX DEDUCTIBLE as allowed for by law. AFA holds and maintains a current USDA license as well as several Illinois Department of Conservation permits. Our 100% volunteer-run facility is devoted to exotic and wild animals in need. AFA takes in unwanted, abused, neglected, confiscated or otherwise displaced exotic critters and wildlife. All animals receive check-ups upon arrival and undergo any necessary veterinary treatment. Wildlife is turned over to AFA Board Member Vicki Geise who is licensed by the state and federal government to rehabilitate and release native Illinois animals, including deer, raptors and protected birds. Exotic animals and unreleasable wildlife live their lives out at AFA or are re-homed to a USDA facility more suited for that animal. AFA will occasionally have small domestic critters (i.e., ferrets, chinchillas, rabbits, kittens) for adoption to suitable homes.",Animals For Awareness,Illinois,http://www.animalsforawareness.org/,IL
674,60039,Crystal Lake,"PO Box 143  Crystal Lake, IL 60039-0143   The A.A.F. is a 501 C-3 not-for-profit corporation and one of America's first no-kill and cageless animal shelters.  The foundation is named after St. Francis of Assisi, the early champion of animals.  Our Mission Statement:   The A.A.F. is dedicated to providing shelter, care and, when appropriate, re-homing suitable animals to caring, permanent homes. We abide by a no-kill policy, which allows for euthanasia only under professional veterinary assessment, recommendation and administration in cases of terminal illness which cause suffering, in cases of injury too severe to repair, or in cases of such severe aggression that it is a threat to other shelter residents and caregivers is present. The A.A.F. is dedicated to educating the public on such issues that impact on animal welfare, preservation and protection, developing humane attitudes and compassion in your people, providing a pet therapy program to nursing centers and providing a continuing care program for dogs and cats. The A.A.F. is dedicated to improving and protecting sentient life.",Assisi Animal Foundation,Illinois,http://www.assisi.org/,IL
675,62040,Granite City,"5000 Old Alton Rd  Granite City, IL 62040   We are a nonprofit ""no-kill"" animal shelter, located in the woods in a secluded part of Granite City, Illinois just across the river from St. Louis, Missouri. No animal you ever see at the shelter will be ""put to sleep"" to make room for another. We are one of the very few in the Metro St. Louis area. We work very, very hard to get our critters adopted so that we can save another animal.",Association for the Protection of Animals,Illinois,http://www.gcapa.org/,IL
676,61833,Tilton,"Citizens for Animal Rescue and Adoption (CARA) is a state licensed, private, nonprofit NO-KILL animal shelter, located in Vermilion County, Illinois. We provide services to nine counties in East Central Illinois and West Central Indiana, encompassing over 5,000 square miles.   Address: 609 E 5TH ST Tilton, IL 61833 Phone: 217-799-8858",C.A.R.A Citizens for Animal Rescue and Adoption,Illinois,http://caraillinois.com,IL
677,60195,Schaumburg,"Chicago Animal Advocates is a humane 501c3 organization assisting in the rescue of animals that have been abandoned by their owners or society. Our goal is to promote proper and responsible animal care, with a focus on the importance of sterilizing animals to help our country become a No-Kill nation. We are committed to finding the best homes for all the animals that enter our organization.   Our primary target areas, in which we are providing our services to, is the Chicago and the Chicagoland area. Currently we are accepting owner surrenders, but only as space allows.   PO Box 957244 Hoffman Estates, IL 60195  Email:",CAA  Chicago Animal Advocates,Illinois,http://www.chicagoanimaladvocates.com,IL
678,60451,New Lenox,"Cache Creek is located in Union County IL and we travel to the Northern Illinois towns of Romeoville, Shorewood, and Naperville for adoption events. We encourage adoptions directly from our shelter but visits are ‘by appointment only’ at this time. We receive animals from no less than eleven Southern Illinois counties. Our goal is to find pets their forever homes and provide them with great care! That's why all the pets we adopt are spayed/neutered and up to date on their shots.   Address: 1235 Spanish Bluff Anna, IL 62906  Call Us: 618-893-2500",Cache Creek Animal Rescue,Illinois,http://awos.petfinder.com/shelters/il589.html,IL
679,60148,Lombard,"932 E. St. Charles Road  Lombard, Illinois 60148   Cat Guardians, Inc. has been home to hundreds of otherwise homeless cats and kittens since 1989. The shelter was opened by director Kathy Blackwell in a two-story white clapboard house near the corner of St. Charles and Westmore Rd. in Lombard, Illinois. The shelter began as a rescue operation for a Wood Dale friend who died and left twelve pet cats. It was not that long before Kathy found twenty more strays and unwanteds and soon had dedicated herself full-time to the business of caring for, and seeking loving homes for, these cats.",Cat Guardians,Illinois,http://www.catguardians.org,IL
680,60526,La Grange Park,"CatNap from the Heart is a not-for-profit 501(c)(3) animal shelter, specializing in the adoption of cats, kittens, birds, rabbits and small mammals. We believe in treating each animal as if they were our own pet for the duration of their stay.  CatNap from the Heart is a limited-access shelter for cats, birds and small mammals. We do not euthanize for cage space, and there is no time limit for any animal.  Cats, birds, and small mammals only.   Address: 1101 Beach Ave. LaGrange Park, IL 60526 Call Us: (708)-352-3914",CatNap from the Heart,Illinois,http://catnapfromtheheart.org/,IL
681,61874,Savoy,"Catsnap of central Illinois:  * Operates a low income spay/neuter service * Adopts out cats ... and the occasional dog or small animal. Pulls from High kill shelters and adopts.  * Provides educational materials to promote successful pet ownership * Assists feral cat caretakers with spay/neuter help and trapping   Established in 2005, CATsNAP seeks to reduce pet overpopulation and to improve the welfare of animals in the greater Champaign County Illinois area. Specifically, we strongly advocate that all animals are spayed and neutered, regardless of breed, sex, or age. By spaying/neutering, we are reducing the number of cats and dogs born into situations of inadequate care and abuse. We are also limiting the numbers of unwanted animals relinquished to shelters, where they are often euthanized for lack of space.  This program offers spay and neuter assistance and basic veterinary treatment - including flea and parasite treatment and routine vaccinations - to needy or unowned animals. It also provides humane education to community and civic groups on the care of animals and the importance of spaying/neutering in population control.   The organization also has a limited intake, no-kill adoption program. Most animals are transferred from municipal animal control facilities. All animals are in foster homes or at an off-site adoption partner site. Animals are never euthanized for space.   Mailing Address: P.O. Box 456 Savoy, IL 61874  Email:",Catsnap,Illinois,http://catsnap.org/,IL
682,61752,Le Roy,"Cattails Feline Rescue was started in July of 2006 by Dr. Gretchen Reid and the staff at Champaign County Animal Services. Upon opening the facility in July of 2005, we saw a tremendous need to help the stray cats in our community.  As a government agency, we are required by law to hold all stray animals for a period of 7 days with the hope that their owners will reclaim them. However, the sad fact is that less than 10% of all cats admitted to our facility are ever reclaimed. This leaves countless cats and kittens with no homes! In most animal control facilities, these cats would be euthanized because there would be nowhere for them to go...But we saw another alternative: setting up a rescue group to save as many adoptable cats and kittens as possible!  All funds generated through adoptions go right back into our program to help other cats in need of homes. By adopting your new cat/kitten from us you have truly saved lives, that of your new pet and countless others!   Email Us:   Phone: 309-962-3079",CatTailsFelineRescue,Illinois,http://danreid.wikispaces.com/Cattails+Feline+Rescue,IL
683,61776,Towanda,"Central Illinois Sheltie Rescue is a non profit, State Licensed, ALL Volunteer organization that helps homeless or abandoned Shetland Sheepdogs.........also known as ""Shelties"". We take in the Shelties that need us, and adopt them out to wonderful new homes. Founded in 1998 by our current director, Natalie Whalen, Central Illinois Sheltie Rescue takes in and places approximately 150-200 Shelties each year!  We will take in any Sheltie that needs us. We do not have a shelter facility. All dogs are housed and cared for in our network of foster homes. This allows us to get to know the dogs personality along with any special needs it may have.",Central Illinois Sheltie Rescue,Illinois,http://www.illinoissheltierescue.com/,IL
684,61728,Colfax,"C.I.S.A.R. is a NO-KILL Facility and Sanctuary.  We believe every animal has a right to life. We do not discriminate against breed, disposition, color, temperament or age.  We take in abused, abandoned, mistreated, unwanted animals that need a loving home and we rehabilitate them and show them love and affection so they can bless some family with a wonderful pet.",Central Illinois Small Animal Rescue,Illinois,http://www.cisarshelter.com,IL
685,60154,Westchester,"PO Box 7907 Westchester, IL 60154-7907  We are a non-profit, all-volunteer organization devoted to rescuing rabbits and finding good homes for them. We also have a mission to educate the public on issues of rabbit health and behavior.",Chicago House Rabbit Society,Illinois,http://www.hrschicago.org/,IL
686,60077,Skokie,"PO Box 1964 Evanston, Illinois 60204  C.A.R.E. is the Community Animal Rescue Effort, a not-for-profit all volunteer organization dedicated to promoting the humane treatment of domestic pets through public education and active involvement with the abused and abandoned animals brought to the Evanston Animal Shelter.",Community Animal Rescue Effort,Illinois,http://www.care-evanston.org/,IL
687,62801,Centralia,"Small no-kill animal shelter in Southern Illinois on 40 acres. In legal process of acquiring 501(c)(3) status. Aim is to provide forever homes to the cats and dogs that are strays, surrendered, or from kill shelters. Provide that all animals are spayed or neutered before adoption unless too young. If animals cannot be adopted due to behavior or illness they are homed there forever. Contact Director of DASH, Marguerite Hays, 4200 E. Nursery Road, Centralia, IL. 62801. Phone #618-249-6503 or 618-214-4398.",Domestic Animals in a Safe Haven,Illinois,https://www.facebook.com/DASH-Domestic-Animals-in-a-Safe-Haven-Animal-Rescue-105495242813411/,IL
688,62401,Effingham,"The Humane Society encourages the spaying and neutering of companion animals. We discourage the breeding of pets until the demand absorbs the supply. Although the Effingham Co. Humane Society is a “no kill” rescue group, animal control agencies across the U.S.A. euthanize over 5 million cats and dogs each year—that’s one every 6 seconds. Last year in Effingham County alone, Animal Control officers were forced to kill hundreds of pets. The majority of these surplus pets are healthy, good-natured, and adoptable; there simply are not enough homes for all of them.",Effingham County Humane Society,Illinois,http://www.petfinder.com/shelters/IL148.html,IL
689,60110,Carpentersville,"Ellie's is a resale shop and a 501c3 non-profit, no-kill, all breed dog rescue.  Ellie's is a licensed animal shelter with the state of Illinois. We are also a 501c3 non profit organization. Your generous donations and time help us support our rescue. We are also unique from other groups because we run a resale shop as well! So your purchase will not just benefit you, it will benefit animals in need! That's what Ellie's is all about.   Address: 54 N Western Ave Carpentersville, Illinois  Phone: 331-210-2311","Ellie's Resale and Rescue, Inc.",Illinois,http://elliesrescue.org/,IL
690,60618,Chicago,"Over 30 years ago‚ ""Famous Fido"" was found in a ghost town at the end of the tourist season in the hills of South Dakota. He would have been shot to save him from starving during the winter as no one would be there to feed him.That's how they do it out west. He jumped into my van and became a part of my life. That's when my love of dogs became a way of life. I have made it a priority to save dogs from death or a life of abuse by creating an alliance with other organizations who share the same vision. I have created a cast of cartoon dog ambassadors to help me spread the message of a no-kill and no more homeless nation. I have also created the Famous Fido Rescue Cookies made with natural ingredients‚ no chemicals or sugar added to help fund our cause.  From the time I could walk and make sense of things‚ I’v loved dogs. For over 30 years I’v built my life and my business around them and as a result they have given so much to my life! That is why I’v tried to help dogs and cats who’v crossed my path and are in need. In the upcoming years there will be many more friends to rescue. That is why we have created an Alliance of like minded organizations to create a no kill‚ no more homeless‚ nation. We hope you join our alliance.   Adoption Center Location:  5430 N. Clark Street  Chicago, IL. 60640  Call Us: 773-907-0305",Famous Fido Rescue and Adoption Alliance,Illinois,http://www.famousfidorescue.com,IL
691,60660,Chicago,"Felines &amp; Canines was originally founded in 1977 as Felines Inc.; a licensed, cage-less, no-kill cat shelter located on the north side of Chicago. As a non-profit 501(c)(3) organization, we are funded through adoption fees, fundraising events, foundations, and the generous tax-deductible donations of caring individuals like yourself. We do not receive any federal or state funding.  Up until January 2012, Felines Inc. has operated as a cat-only shelter caring for approximately 130 cats and kittens in our two-story house. After extensive thought, soul-searching and preparation, we made the decision to renovate and expand our facility in order to care for up to 200 cats/kittens and add a wing to house approximately 20 dogs/puppies – officially becoming Felines &amp; Canines! Our mission always has been, and will continue to be: providing a safe and loving shelter to abandoned, injured, abused and neglected animals until their permanent adoptive home is found. We strengthen the human/animal relationship through counseling, education, and compassion.  Our goal is to find the right lasting and loving home for each of our residents. We work carefully with our adopters to find the right companion for them, with the understanding that a lifelong relationship is about to begin. Our staff follows up on all adoptions and is always available for consultations to help ease the animal’s transition into his or her new home. All animals admitted to Felines &amp; Canines are examined by a vet, spayed or neutered, and kept up-to-date on all vaccines.   Address: PO Box 60616 Chicago, IL 60660 Phone: (773) 465-4132",Felines Inc. @@ Felines & Canines,Illinois,http://www.felinescanines.org/,IL
692,61601,Peoria,"Foster Pet Outreach began in 1990 when three coworkers banded together to help a stray cat. Recognizing the need to better the lives of abandoned and abused animals in their community, they volunteered as a small group at the Peoria Animal Welfare Society (PAWS). Charter members helped clean cages, groom animals, walk dogs, and fostered selected animals in their homes. In 1991 a growing membership incorporated as an independent organization known as A Cause for Paws (ACFP). While ACFP was beginning to be recognized in the community, there was also confusion with PAWS because of the name similarity. Although the name was changed to Foster Pet Outreach in 1995, the commitment to placing animals in permanent homes remains the same. Over fifty animals are placed into loving homes each year by our organization. 2007 marks our seventeenth year dedicated to helping animals in need. Founded with a vision of an organization that would make a difference in the lives of unwanted animals in the Peoria area, today our membership is over 100 strong.   Address: P.O. Box 5084 Peoria, IL 61601-5084 Phone: (309) 682-1122",Foster Pet Outreach,Illinois,http://www.fosterpetoutreach.org/,IL
693,60033,Harvard,"Helping those that are helpless because of who we are and reduce the number of homeless Siberian Huskies while improving the welfare and education of Domestic Animals.  Karen Ferreri-Miller founded Free Spirit Siberian Rescue in 1999. It was said that we work to foster Respect, Understanding and Compassion for all creatures, and the belief that all life is valuable and worthy of protection.  Since the founding of Free Spirit, it has adopted more than 1070 dogs. In 2010, the most so far in any one-year, with the help and teamwork of Volunteer staff there were 163 adoptions.   Address: P.O. Box 626 Harvard, IL 60033 Telephone: 815-245-2972",Free Spirit Siberian Rescue Inc,Illinois,http://www.huskyrescue.org,IL
694,61008,Belvidere,"We are an Illinois State Licensed, 501 (c)(3) non-for-Profit, No-kill Animal rescue located in Belvidere, Illinois. We work with high-kill animal shelters and animal control facilities where the animals just don’t have much of a chance to find a loving home and live a full and happy life. We are a mixed breed rescue, many of our “Paperless Pals” have passed their AKC Canine Good Citizenship tests or are therapy dogs, some have joined agility contests and flyball challenges, the rest have melded into loving homes as a joyful part of the family. You just never know who will be the next Pet Star in someone’s life!   Address: 1237 Logan Avenue Belvidere, IL 61008  Call Us: 815-572-2481","Fresh Start Animal Rescue, Inc.",Illinois,http://www.freshstartanimalrescue.org/,IL
695,61356,Princeton,"Friends Of Strays, Inc. is a 501(c)3 non-profit no-kill animal shelter located in Princeton, Illinois. Founded in 1994, by Bonnie Doty and a small group of dedicated volunteers, Friends of Strays Animal Shelter provides rescue, rehabilitation, shelter and adoption services for more than a thousand abandoned, neglected or abused animals annually, primarily dogs and cats. Friends of Strays also works with local veterinarians and animal control to curb the unnecessary killing of adoptable pets by taking those scheduled to be euthanized and caring for them until a new home can be found. Friends of Strays serves the needs of unwanted, neglected and abused animals primarily in Bureau, Putnam and LaSalle Counties in Illinois, although, when the need arises, its volunteers, resources and space are available beyond those boundaries.  The organization and its work have grown with the need; fifteen years ago, the number of rescued pets was much smaller. In 1994, the Shelter housed the community’s neglected, abused and unwanted cats in a small building – a former corner grocery store – owned by a Friends of Strays member; dogs rescued from similar circumstances were housed at private foster homes until appropriate adoptions could be arranged. Many of the initial volunteers remain active within the organization.   P.O. Box 315 2845 North Main Street Princeton, Illinois 61356 Phone: (815) 872-PETS (7387)","Friends Of Strays, Inc.",Illinois,http://www.friendsofstraysshelter.org/,IL
696,60506,Aurora,"Fur Angels Animal Sanctuary is an all volunteer foster based network out of Illinois and Indiana. The core group of volunteers live in the Chicago Suburbs and surrounding areas. Our rescue is unique because we foster many animals deemed “unadoptable.” We rescue dogs, cats, birds, bunnies, reptiles, turtles, hedgehogs, guinea pigs, rodents, fish and more!   Call Us: (630) 518-2542 - Amber Kay",Fur Angels Animal Sanctuary,Illinois,http://furangelsas.com/,IL
697,60010,Barrington,"Founded by holistic veterinarian Debra Rykoff, DVM in 1999, Fur Keeps has saved hundreds of animals (primarily horses, cats, and dogs) that have been rescued from kill shelters or other dire situations. These animals are rehabilitated and then placed into loving forever homes.  Our mission is to promote respect and compassion for all animals as partners in the human existence.   Address: 142 Old Dundee Rd,  Barrington Hills, IL 60010  Call Us: 847-381-8458","Fur Keeps Animal Rescue, Inc.",Illinois,http://www.furkeepsanimalrescue.org,IL
698,60039,Crystal Lake,"Furry Friends Foundation is a no-kill shelter located in the Bucktown / Wicker Park neighborhood in Chicago. We do not discriminate on any animal based on breed, age or disability. We have cats, dogs, and guinea pigs, for adoption, and we treat every animal on a case by case basis. Furry Friends Foundation is a not-for-profit 501(c) 3 corporation.",Furry Friends Foundation,Illinois,http://www.petfinder.com/shelters/IL57.html,IL
699,60047,Lake Zurich,"At Green Pup Shelter, every dog is special. Most come to us from kill shelters, often traumatized, always lonely and fearful. We provide the love, care and security many have once known but may have forgotten.  We are a no-kill shelter, and not for profit. We are run strictly by volunteers.   P.O. Box 728  Lake Zurich, IL 60047  Call Us: 847-946-1735",Green Pup Shelter,Illinois,http://www.greenpupshelter.org,IL
700,60174,Saint Charles,"H.E.L.P. is an all-volunteer animal rescue organization. We obtain medical care and shelter for stray and abandoned cats and dogs until they are adopted. H.E.L.P. is not an animal shelter. The animals live in our volunteer’s homes. We feel that providing foster care in a home benefits the animal and the potential adopter. By fostering, we can work on health or behavioral issues with the animal, and the cat or dog may live in a loving, healthful environment until a suitable adoptive home is found. In addition, fostering gives us a better idea of what type of home would be the best match for the cat or dog.   Homeless pets are referred by police departments, veterinarians, other shelters and people in the community. Each animal is first taken to a veterinarian for a thorough examination, vaccinations, worming, and spaying or neutering. They are then taken to a foster home for recovery from surgery, if necessary, socialization and evaluation.   H.E.L.P. is essentially a no-kill organization. We do not have time limits on the animals in our care and we do not euthanize animals with health issues or non-terminal illness. However, we will not prolong the suffering of an animal with a personality that would make living in a home with people a miserable experience. Furthermore, we do not keep animals in foster care whose temperament poses a danger to people or other animals. We do have foster animals who have been in our care for many years.","H.E.L.P, Homes for Endangered and Lost Pets",Illinois,http://www.helpinganimals.org/,IL
701,60618,Chicago,"PO Box 18098 Chicago, IL 60618-0098  Frustrated with the short time limits imposed at Chicago's animal shelters in the 1960's, a small group of animal lovers began rescuing and adopting out cats and kittens on their own.   In 1970, they founded the not-for-profit organization, Animal Protective Association, with the motto of “Caring, not Killing.” For seven years, our founders would foster their rescued cats in their own homes, at veterinary hospitals, and even in the back of a small resale shop on Clark Street.   A generous bequest in 1977 enabled us to purchase a two-story building on Wrightwood Avenue, with large airy rooms for the cats to play and relax, and side rooms for admission and isolation areas. The warmth of this home-like environment allowed adopters to get to know all the cats before choosing a new pet. They could see for themselves who is a cuddly lapcat, or who wants to chase and wrestle with a cat buddy.   In 1988, we relocated to our current Kedzie Avenue location, with three full floors for the cats and kittens to run and jump, and with multi-tiered cat trees on every floor. APA adopted the name Harmony House for Cats to reflect the gentle nature of this unique haven for cats. We also adopted our new hugging cats logo, designed by Margrit Fiddle, as a symbol of a cat's ability to live peacefully in a communal setting. Far from being loners, many cats welcome the companionship of other felines, and can be found snoozing in a heap of furry bodies with paws sticking out from every direction.",Harmony House For Cats,Illinois,http://www.hhforcats.org/,IL
702,60002,Antioch,"Facility based no kill shelter. Handles between 25-60 dogs at any one time. Occassional cats.   Address:  17273 West Edwards Road Antioch, IL 60002  email us:",Haven at the Paws Inn,Illinois,http://www.havenattheinn.com,IL
703,60062,Northbrook,"A No-kill Animal Shelter, 501(c) (3) Organization  Our Mission:  To find permanent, loving homes for homeless animals and promote responsible pet ownership through education, community outreach and collaboration while maintaining respect and compassion for all creatures.   Address: 2975 Milwaukee Ave. Northbrook, IL 60062   Call Us: 847-296-6400",Heartland Animal Shelter,Illinois,http://www.heartlandanimalshelter.net,IL
704,60098,Woodstock,"2500 Harding Lane  Woodstock, IL 60098   With the help of dozens of dedicated volunteers, Helping Paws moved into its new facility at 2500 Harding Lane in Woodstock on December 1st, with plans to open for dog and cat adoptions by Monday, December 11th. Adoption hours will be 12:00 to 4:00 p.m. Wednesday through Monday. The size of the new shelter is three times that of the former building, with increased capacity to house and care for many more of the community’s needy animals. When additional funds are available, the shelter plans to provide veterinarian care (including spaying and neutering) for pets of low-income families at minimal cost.",Helping Paws Animal Welfare Association,Illinois,http://www.helpingpaws.net/,IL
705,61254,Geneseo,"The Henry County Humane Society - Geneseo is a no-kill shelter and is a not-for-profit, 501 (c)(3) organization. We work out of the City of Geneseo's animal shelter. We are currently in the process of building a new shelter which will house 80 cats and 15 dogs.   Address: PO BOX 145 14606 Roos Hill Road Geneseo,IL 61254  Call Us: 309-944-4868",Henry County Humane Society  Geneseo,Illinois,http://henrycountyhumanesociety.org/,IL
706,62249,Highland,"The purpose of this organization is to aid in the prevention of cruelty to animals, the relief of suffering among animals, and disposition of animals committed to its care, the extension of humane education, and the encouragement of animal population control.    Address: 510 Monroe Street Highland, IL 62249 Phone: 1-618-654-6067",Highland Animal Shelter,Illinois,http://www.highlandanimalshelter.com/,IL
707,60521,Hinsdale,"The Hinsdale Humane Society founded in 1953 is a non-profit organization dedicated to the care and adoption of unwanted and abandoned animals and the offering of humane education programs to prevent suffering and neglect.   Dogs, cats, puppies and kittens are available for adoption at the shelter.The animals are cared for by full and part-time staff and the ongoing dedication of its' members and volunteers.   Owner give-ups are the major source for our adoptable animals but unclaimed strays and transfers from other organizations are available for adoption as well. Animals are accepted on an appointment basis. There is no time limit for an animal's stay at the shelter; adoptable animals are kept until adopted.   Hinsdale Humane Society 22 N. Elm Street Hinsdale, IL 60521 Phone: 630-323-5630",Hinsdale Humane Society,Illinois,http://www.hinsdalehumanesociety.org,IL
708,62526,Decatur,"In July 2005, Homeward Bound became a division of Macon Resources, Inc. (MRI). It's a great partnership that helps pets and people with disabilities.  The mission of Homeward Bound Pet Shelter is to shelter and rehabilitate relinquished cats, kittens, dogs, and puppies until they can be permanently adopted into loving homes.  We try to maintain a stress-free environment for our cats and dogs while they wait for their new families. Cats are free to roam in their rooms, and dogs have visiting rooms and a fenced outside play area.   Address: 1720 Huston Drive,  Decatur, IL Phone: 217-876-1266",Homeward Bound Pet Shelter,Illinois,http://www.homewardboundpetshelter.com/,IL
709,60942,Hoopeston,"Hoopeston Animal Control &amp; Shelter is an all volunteer open admissions, no kill shelter dedicated to the city and residents of Hoopeston, IL. and helping our surrounding communities when space allows.Hoopeston Animal Control &amp; Shelter is a small rural city shelter in Illinois. Our team believes that every pet matters. Our shelter volunteers do not believe in euthanasia. This belief is still rare for an open admissions. Open admissions means we have an open door policy for our community.",Hoopeston Animal Shelter,Illinois,http://awos.petfinder.com/shelters/IL800.html,IL
710,62035,Godfrey,"Our rescue started out as being two people deeply affected by the aftermath of hurricane Katrina and the suffering of the animals. November 15th, 2005 a group of pets arrived in Alton Illinois, some from the hurricane others from animal control facilities that use the gas chamber to euthenize. Working with those animals and seeing the ""hope"" in their eyes and the spirit of their souls drove us to continue our work today. We are a RESCUE and we physically go pull animals on their last day of life at animal control so that they may find a true second chance within our adoption program. Today we area non-profit corporation and our mission is one of compassion for the homeless, rehabilitation for the physically and mentally abused. Our goals are to promote spay/neuter, stop the use of gas chambers to kill our homeless pets, and to educate people on how to treat all animals with respect and dignity. Dogs, and Cats were domesticated by people for companionship, and to work beside us in our everyday life. We are responsible for their well being for they are completely dependent upon us and no longer able to survive on their own. Dogs and Cats feel pain,suffer depression, and want to live just as humans do. However, everyday in this country, every 7 seconds somewhere there is a loving, hopeful pet whose life is ending just because they have no home. Be a part of the solution and not the problem, SPAY and NEUTER your pet!   Mission Statement: Hope Animal Rescues saves dogs on their last day of life from animal control facilities and provides them a true 2nd chance in our adoption program.  Hope Rescues is an all breed and age rescue.  We believe in spay/neuter and promote &amp; educate our community about the importance of spay/neuter as a viable way to reduce the number of unwanted pets.  We believe that all pets should be treated with dignity, respect, and kindness.  Hope Animal Rescues is an all volunteer, no-kill animal rescue.   Mailing Address: P.O. Box 397 Godfrey, Illinois 62035  Call Us: 618-979-1908, 636-212-0363",Hope Animal Rescues,Illinois,http://hoperescues.com,IL
711,61878,Thomasboro,"Established as an independent organization in 2015, Hospice Hearts is an all-volunteer, foster-based animal rescue in Central Illinois. We provide care to cats and dogs whose owners are no longer able to care for them due to nursing home admission, serious illness, or death.   Many Hospice Hearts cats and dogs would be deemed unadoptable in a traditional shelter environment and euthanized due to advanced age or health issues. We are proud to provide an alternative for these beloved pets when their owners are no longer able to care for them.   A 501(c)3 tax-exempt organization licensed by the Illinois Department of Agriculture, Hospice Hearts serves all cats and dogs in the foster care environment until time of adoption. As space permits, we accept pets directly from owners in need as well as transfers from shelters and animal controls around the state meeting our criteria.   Hospice Hearts c/o Good Friends Animal Hospital 908 East Main Street Urbana, Illinois 61802",Hospice Hearts,Illinois,http://www.hospicehearts.org/,IL
